incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH,DAY_OF_WEEK,SEASON,FIRE_SIZE_CAT
Cut Fire,2025-06-19,Kings,20.0,36.07288,-120.102299,6,3,Summer,Small
Hawick Fire,2025-06-19,San Diego,51.0,32.828836,-116.8865217,6,3,Summer,Medium
South Fire,2025-06-18,Fresno,20.0,36.617484,-119.325847,6,2,Summer,Small
Coal Fire,2025-06-19,Fresno,90.0,36.29538,-120.267799,6,3,Summer,Medium
Ruth Fire,2025-06-20,Fresno,14.0,36.723722,-119.147595,6,4,Summer,Small
Camino Fire,2025-06-20,Tuolumne,387.0,37.759084,-120.464241,6,4,Summer,Large
Pilitas Fire,2025-06-20,San Luis Obispo,20.0,35.351553,-120.496248,6,4,Summer,Small
Rush Fire,2025-06-20,Trinity,33.0,40.712794,-122.81401,6,4,Summer,Small
Raven Fire,2025-06-20,Siskiyou,10.0,41.883057,-122.439466,6,4,Summer,Small
Happy Fire,2025-06-20,Shasta,2.0,40.486435,-122.393131,6,4,Summer,Small
Le Grand Fire,2025-06-20,Merced,12.0,37.227475,-120.378832,6,4,Summer,Small
Clark Fire,2025-06-20,Butte,25.0,39.619667,-121.628921,6,4,Summer,Small
Colvin Fire,2025-06-21,Tulare,46.0,36.470737,-119.167075,6,5,Summer,Medium
Green Fire,2025-06-22,Alameda,75.0,37.7378488,-121.6171198,6,6,Summer,Medium
Benito Fire,2025-06-22,Fresno,430.0,36.730979,-120.360998,6,6,Summer,Large
Grizzly Fire,2025-06-22,Tuolumne,46.0,37.783207,-120.26613,6,6,Summer,Medium
Ward Fire,2025-06-23,Lassen,10.0,40.396723,-120.42736,6,0,Summer,Small
Washington Fire,2025-06-23,Merced,35.0,37.302318,-120.760519,6,0,Summer,Small
Rodeo Fire,2025-06-23,Contra Costa,65.0,38.022773,-122.24052,6,0,Summer,Medium
Rock Fire,2025-06-21,Merced,26.0,37.515906,-120.452933,6,5,Summer,Small
Granite Fire,2025-06-24,Kern,175.0,35.511497,-119.01354,6,1,Summer,Large
Monterey Fire,2025-06-24,Fresno,180.0,36.486982,-120.370491,6,1,Summer,Large
Ariane Fire,2025-06-24,San Diego,5.0,32.80368,-117.193056,6,1,Summer,Small
Montana Fire,2025-06-24,Siskiyou,20.0,41.627217,-122.365602,6,1,Summer,Small
Dias Fire,2025-06-25,Fresno,852.0,36.0498,-120.3988,6,2,Summer,Large
Fleming Fire,2025-06-25,Riverside,21.0,34.023047,-117.47683,6,2,Summer,Small
Dry Fire,2025-06-25,Mono,15.0,37.720963,-118.966856,6,2,Summer,Small
Jasper Fire,2025-06-26,Los Angeles,36.0,34.4255821,-118.6586194,6,3,Summer,Medium
Red Fire,2025-06-26,Madera,54.0,37.08604,-119.698787,6,3,Summer,Medium
Orange 2 Fire,2025-06-26,Fresno,20.0,36.617488,-119.327231,6,3,Summer,Small
Saddle Fire,2025-06-26,Tulare,206.0,36.400201,-118.944829,6,3,Summer,Large
Parlier Fire,2025-06-27,Fresno,10.0,36.611927,-119.516953,6,4,Summer,Small
Springs Fire,2025-06-27,Siskiyou,14.0,41.5625133,-122.3668324,6,4,Summer,Small
Llano Fire,2025-06-28,San Luis Obispo,20.0,35.489202,-120.720399,6,5,Summer,Small
Smiley Fire,2025-06-28,San Bernardino,83.0,34.005867,-117.192261,6,5,Summer,Medium
Lake Fire,2025-06-28,San Bernardino,485.0,34.28816,-117.349169,6,5,Summer,Large
Chance Fire,2025-06-28,San Luis Obispo,52.0,35.765157,-120.769914,6,5,Summer,Medium
Marysville Fire,2025-06-29,Yuba,20.0,39.382915,-121.151358,6,6,Summer,Small
Kenyon Fire,2025-06-29,Shasta,26.0,40.54094,-122.40611,6,6,Summer,Small
Mandalay Fire,2025-06-29,Riverside,83.0,33.955583,-117.483115,6,6,Summer,Medium
Wolf Fire,2025-06-29,Riverside,2387.0,33.88649,-116.89942,6,6,Summer,Large
Turner Fire,2025-06-29,Merced,19.0,37.157274,-120.700946,6,6,Summer,Small
Mindy Fire,2025-06-29,Riverside,109.0,33.55768,-116.85995,6,6,Summer,Medium
Cable Fire,2025-06-29,San Bernardino,19.0,34.22809,-117.374501,6,6,Summer,Small
Juniper Fire,2025-06-30,Riverside,756.0,33.801555,-117.325778,6,0,Summer,Large
Blanca Fire,2025-06-30,Madera,12.0,37.041595,-119.761885,6,0,Summer,Small
Sims Fire,2025-06-30,Lassen,223.0,40.142467,-120.185357,6,0,Summer,Large
Cherry Fire,2025-06-30,Solano,8.0,38.336187,-122.02472,6,0,Summer,Small
Quarry Fire,2025-06-30,San Joaquin,26.0,38.308538,-120.970323,6,0,Summer,Small
Perch Fire,2025-06-30,Siskiyou,24.0,41.920673,-122.4204,6,0,Summer,Small
Peak Fire,2025-07-01,Tulare,34.0,36.523445,-118.894072,7,1,Summer,Small
Brown Fire,2025-07-01,Solano,15.0,38.430903,-122.045526,7,1,Summer,Small
Oakdale Fire,2025-07-01,Yolo,78.0,38.673273,-122.017383,7,1,Summer,Medium
Madre Fire,2025-07-02,San Luis Obispo,80779.0,35.099242,-119.982548,7,2,Summer,Large
Horse Fire,2025-07-02,Shasta,385.0,40.87206,-122.55849,7,2,Summer,Large
Green Fire,2025-07-01,Shasta,19022.0,40.834939,-122.094146,7,1,Summer,Large
Heart Fire,2025-07-02,Fresno,60.0,36.210429,-120.085599,7,2,Summer,Medium
Snelling Fire,2025-07-03,Merced,16.0,37.471435,-120.501308,7,3,Summer,Small
Helena Fire,2025-07-02,Trinity,110.0,40.794628,-123.132571,7,2,Summer,Medium
Ravine Fire,2025-07-03,Nevada,35.0,39.064532,-121.267354,7,3,Summer,Small
Fairmont Fire,2025-07-03,Alameda,7.0,37.714766,-122.104671,7,3,Summer,Small
Elwood Fire,2025-07-03,Fresno,52.0,36.811475,-119.383467,7,3,Summer,Medium
No Name Fire,2025-07-01,Siskiyou,4.0,41.7585,-123.2135,7,1,Summer,Small
Marble Complex Fire,2025-07-03,Siskiyou,747.0,41.52404,-123.13222,7,3,Summer,Large
Sabe Fire,2025-07-04,San Benito,27.0,36.801216,-121.271644,7,4,Summer,Small
Springs Fire,2025-07-04,Riverside,18.0,33.919507,-117.103765,7,4,Summer,Small
District Fire,2025-07-04,Butte,44.0,39.4464985,-121.4836105,7,4,Summer,Medium
Cowden Fire,2025-07-04,San Benito,19.0,36.809334,-121.390959,7,4,Summer,Small
Grove Fire,2025-07-04,Butte,78.0,39.3742124,-121.4139814,7,4,Summer,Medium
Walnut Fire,2025-07-04,Fresno,9.0,36.70169,-119.808899,7,4,Summer,Small
Chow1 Fire,2025-07-04,Madera,11.0,37.136643,-120.226007,7,4,Summer,Small
Sanderson Fire,2025-07-04,Riverside,18.0,33.787296,-117.006785,7,4,Summer,Small
Pomo Fire,2025-07-05,Lake,16.0,39.139455,-122.881426,7,5,Summer,Small
Cactus Fire,2025-07-05,Riverside,21.0,33.908497,-117.287235,7,5,Summer,Small
Ignacio Fire,2025-07-05,Riverside,21.0,33.543824,-116.918051,7,5,Summer,Small
Hunter Fire,2025-07-05,Mariposa,27.0,37.565899,-120.152833,7,5,Summer,Small
Rancho Fire,2025-07-05,San Luis Obispo,28.0,35.532939,-120.622981,7,5,Summer,Small
Soboba Fire,2025-07-05,Riverside,9.0,33.786094,-116.923214,7,5,Summer,Small
Sage Fire,2025-07-05,Riverside,9.0,33.929799,-117.186627,7,5,Summer,Small
Van Clief Rd Stevenson Fire,2025-07-05,Merced,18.0,37.288251,-120.833366,7,5,Summer,Small
Zediker Fire,2025-07-05,Fresno,164.0,36.611938,-119.520899,7,5,Summer,Large
Morgan Fire,2025-07-05,Contra Costa,12.0,37.773964,-121.778644,7,5,Summer,Small
Bartlett Fire,2025-07-06,Lake,13.0,39.165061,-122.613599,7,6,Summer,Small
Flume Fire,2025-07-06,Tulare,73.0,36.161296,-118.706452,7,6,Summer,Medium
Bridge 3 Fire,2025-07-06,Humboldt,366.0,40.172678,-123.60102,7,6,Summer,Large
Fish Fire,2025-07-07,Fresno,23.0,36.794181,-119.411635,7,0,Summer,Small
Tractor Fire,2025-07-07,Tulare,10.0,36.224616,-118.832595,7,0,Summer,Small
Nichols Fire,2025-07-07,Riverside,50.0,33.7198782,-117.36247,7,0,Summer,Medium
Corning Fire,2025-07-07,Tehama,21.0,39.928283,-122.2985996,7,0,Summer,Small
Birds Fire,2025-07-07,Solano,15.0,38.1303671,-121.79616,7,0,Summer,Small
Bluff Fire,2025-07-07,Riverside,13.0,33.950365,-116.880684,7,0,Summer,Small
Pyrite Fire,2025-07-07,Riverside,150.0,34.017805,-117.462368,7,0,Summer,Medium
Bert Fire,2025-07-08,Los Angeles,47.0,34.449864,-118.611317,7,1,Summer,Medium
Victoria Fire,2025-07-08,Alameda,15.0,37.655501,-121.659503,7,1,Summer,Small
Pickup Fire,2025-07-09,Madera,10.0,37.244233,-119.731216,7,2,Summer,Small
Steele Fire,2025-07-09,San Diego,28.0,32.733209,-116.914968,7,2,Summer,Small
Button Fire,2025-07-09,Fresno,20.0,36.654779,-119.435896,7,2,Summer,Small
Orleans Complex ,2025-07-08,Siskiyou,22153.0,41.3255556,-123.4177777,7,1,Summer,Large
Madera Fire,2025-07-10,Riverside,19.0,33.50064,-117.01089,7,3,Summer,Small
Moore Fire,2025-07-10,Placer,20.0,38.873631,-121.322879,7,3,Summer,Small
Reche Fire,2025-07-10,Riverside,18.0,33.95918,-117.191827,7,3,Summer,Small
Springs Fire,2025-07-10,San Diego,50.0,32.7145184,-116.7478188,7,3,Summer,Medium
Kirker Fire,2025-07-10,Contra Costa,14.0,37.982895,-121.898942,7,3,Summer,Small
Parkway Fire,2025-07-11,Sacramento,24.0,38.493586,-121.09374,7,4,Summer,Small
Stardust Fire,2025-07-12,Placer,12.0,38.882558,-121.247136,7,5,Summer,Small
Scavenger Fire,2025-07-12,Fresno,165.0,36.226722,-120.193833,7,5,Summer,Large
Canon Fire,2025-07-12,Solano,68.0,38.2986878,-121.933483,7,5,Summer,Medium
Island Fire,2025-07-12,Fresno,10.0,36.864545,-119.315821,7,5,Summer,Small
Ivory Fire,2025-07-13,Glenn,20.0,39.574,-122.707,7,6,Summer,Small
Marie Fire,2025-07-13,Fresno,40.0,36.748969,-120.369387,7,6,Summer,Medium
Max Fire,2025-07-13,Fresno,426.0,36.9646836,-119.2280383,7,6,Summer,Large
Chowchilla Fire,2025-07-13,Madera,13.0,37.098778,-120.265957,7,6,Summer,Small
Fandango Fire,2025-07-14,Modoc,10.0,41.79792,-120.19432,7,0,Summer,Small
Jefferson Fire,2025-07-14,Fresno,40.0,36.654009,-120.315699,7,0,Summer,Medium
Piedra Fire,2025-07-15,Fresno,21.0,36.745812,-119.450866,7,1,Summer,Small
Fobes Fire,2025-07-15,Riverside,29.0,33.636667,-116.634361,7,1,Summer,Small
Fay Fire,2025-07-15,Kern,686.0,35.7349929,-118.3068082,7,1,Summer,Large
High Fire,2025-07-15,Fresno,20.0,36.66331,-119.786,7,1,Summer,Small
Foster Fire,2025-07-16,Shasta,11.0,40.388446,-122.541885,7,2,Summer,Small
Dale Fire,2025-07-16,Riverside,1096.0,33.51744,-116.78672,7,2,Summer,Large
Grain Fire,2025-07-16,Tulare,32.0,35.91106,-119.03899,7,2,Summer,Small
Baker Fire,2025-07-16,Tehama,17.0,40.3125,-122.578667,7,2,Summer,Small
Debbie Fire,2025-07-16,Lassen,54.0,40.092913,-120.111242,7,2,Summer,Medium
Little Fire,2025-07-17,Lassen,16.0,41.12607,-120.932333,7,3,Summer,Small
Stetson Fire,2025-07-18,Riverside,22.0,33.729228,-117.076401,7,4,Summer,Small
Blue Fire,2025-07-18,Tulare,62.0,35.8649,-118.8175,7,4,Summer,Medium
Willow Fire,2025-07-19,Madera,32.0,37.118,-119.932289,7,5,Summer,Small
Pala Fire,2025-07-19,San Diego,7.0,33.342918,-117.114678,7,5,Summer,Small
Coulter Fire,2025-07-19,El Dorado,25.0,38.55184,-121.004153,7,5,Summer,Small
Jury Fire,2025-07-19,Tuolumne,54.0,37.916947,-120.356289,7,5,Summer,Medium
Trap Fire,2025-07-20,Mariposa,38.0,37.514275,-120.012292,7,6,Summer,Medium
Alta Fire,2025-07-20,Butte,17.0,39.422347,-121.470538,7,6,Summer,Small
Wolfsen Fire,2025-07-21,Merced,1.0,37.211668,-120.788745,7,0,Summer,Small
Frontage Fire,2025-07-20,San Bernardino,50.0,34.548782,-117.296674,7,6,Summer,Medium
Stokes Fire ,2025-07-22,Tulare,10.0,36.518055,-119.196666,7,1,Summer,Small
Orange Fire,2025-07-22,Stanislaus,13.0,37.789557,-120.744427,7,1,Summer,Small
Euclid Fire,2025-07-23,San Bernardino,120.0,33.922339,-117.64923,7,2,Summer,Medium
Mitchell Fire,2025-07-23,Riverside,51.0,33.563156,-116.695847,7,2,Summer,Medium
Posta Fire,2025-07-24,San Diego,23.0,32.667663,-116.430132,7,3,Summer,Small
4-1 Fire,2025-07-24,Modoc,21.0,41.459967,-120.924262,7,3,Summer,Small
Sliger Fire,2025-07-24,El Dorado,14.0,38.943781,-120.926046,7,3,Summer,Small
Shady Fire,2025-07-25,Riverside,52.0,33.656632,-116.172565,7,4,Summer,Medium
Mammoth Fire ,2025-07-24,Modoc,2533.0,41.684141,-121.323879,7,3,Summer,Large
3-5 Fire,2025-07-25,Lassen,43.0,40.9814,-121.280552,7,4,Summer,Medium
Green Fire-RRU,2025-07-25,Riverside,21.0,33.882719,-117.641517,7,4,Summer,Small
Boneyard Fire,2025-07-26,Tuolumne,227.0,37.773371,-120.214807,7,5,Summer,Large
W-2 Fire,2025-07-25,Modoc,25.0,41.392519,-120.43839,7,4,Summer,Small
Pearl Fire,2025-07-25,Kern,40.0,35.6182,-118.48813,7,4,Summer,Medium
Hoffman Fire,2025-07-26,Kern,10.0,35.300512,-118.000889,7,5,Summer,Small
Medicine Fire,2025-07-27,Mendocino,263.0,39.831628,-123.267618,7,6,Summer,Large
Needles Fires,2025-07-27,San Bernardino,10.0,34.828072,-114.583454,7,6,Summer,Small
Five Fire,2024-07-14,Kern,360.0,35.3858693,-119.367525,7,6,Summer,Large
Five 2 Fire,2024-07-15,Kern,347.0,35.5879546,-119.624655,7,0,Summer,Large
19 Fire,2025-07-29,Madera,16.0,37.07642,-120.202377,7,1,Summer,Small
Rd 15  Madera_acres Fire,2025-07-30,Madera,30.0,36.995304,-120.274202,7,2,Summer,Small
Howards Fire,2025-07-31,Modoc,100.0,41.48008,-120.957447,7,3,Summer,Medium
Orion Fire,2025-07-31,Santa Barbara,25.0,34.80493,-120.53608,7,3,Summer,Small
1-4 Fire,2025-07-31,Lassen,260.0,40.445172,-120.656672,7,3,Summer,Large
Lassen Fire,2025-08-01,Tehama,51.0,40.028565,-122.086035,8,4,Summer,Medium
4-8 Fire,2025-08-01,Modoc,25.0,41.319441,-120.747715,8,4,Summer,Small
Gifford Fire ,2025-08-01,Santa Barbara,131612.0,35.111258,-120.097902,8,4,Summer,Large
Bernardo Fire,2025-08-01,San Diego,13.0,33.0088892,-117.0978951,8,4,Summer,Small
Donovan Fire,2025-08-02,San Luis Obispo,51.0,35.527328,-120.508946,8,5,Summer,Medium
Fremont Fire,2025-08-02,San Bernardino,30.0,34.429401,-117.653566,8,5,Summer,Small
Radar Fire ,2025-08-02,Modoc,10.0,41.7203467,-121.1305479,8,5,Summer,Small
Oak Fire,2025-08-02,Riverside,46.0,34.0005417,-117.1513823,8,5,Summer,Medium
Lake Fire,2025-08-03,Lake,401.0,38.9775809,-122.6525158,8,6,Summer,Large
Eden Fire,2025-08-03,Alameda,18.0,37.7023074,-122.023919,8,6,Summer,Small
Santa Fire,2025-08-03,Merced,30.0,37.053702,-120.966641,8,6,Summer,Small
Gold Fire,2025-08-04,San Bernardino,1079.0,34.320286,-116.906906,8,0,Summer,Large
Rosa Fire,2025-08-04,Riverside,1671.0,33.56604,-116.53338,8,0,Summer,Large
Cool Fire,2025-08-04,San Diego,17.0,33.213005,-117.002097,8,0,Summer,Small
Mckinley Fire,2025-08-04,Fresno,24.0,36.778239,-120.657099,8,0,Summer,Small
Midway Fire,2025-08-04,San Luis Obispo,13.0,35.222269,-120.103532,8,0,Summer,Small
Claypit Fire,2025-08-04,Sacramento,128.0,38.409043,-121.028053,8,0,Summer,Medium
Ranch Fire,2025-08-04,Placer,140.0,38.839,-121.299167,8,0,Summer,Medium
Bridge Fire,2025-08-04,Fresno,57.0,36.733265,-120.337696,8,0,Summer,Medium
Keith Fire,2025-08-05,Riverside,16.0,33.602245,-117.134907,8,1,Summer,Small
Camel Fire,2025-08-05,Solano,10.0,38.054161,-122.135164,8,1,Summer,Small
Calaveras Fire,2025-08-05,Alameda,16.0,37.576408,-121.864915,8,1,Summer,Small
Jewel Fire,2025-08-05,Madera,15.0,37.08471,-119.757059,8,1,Summer,Small
Rush Fire,2025-08-02,Mariposa,12.0,37.770605,-120.038987,8,5,Summer,Small
Pond Fire,2025-08-06,Mendocino,25.0,39.73421,-123.51271,8,2,Summer,Small
Farm Fire,2025-08-06,Shasta,15.0,40.409513,-122.52078,8,2,Summer,Small
Van Vleck Fire,2025-08-06,Sacramento,10.0,38.483838,-121.074404,8,2,Summer,Small
Canyon Fire,2025-08-07,"Los Angeles, Ventura",5370.0,34.441462,-118.73503,8,3,Summer,Large
102 Fire,2025-08-07,Yolo,86.0,38.69111,-121.72738,8,3,Summer,Medium
Panoche Fire,2025-08-07,San Benito,423.0,36.635134,-120.989102,8,3,Summer,Large
Real Fire,2025-08-07,Riverside,7.0,34.015644,-117.453354,8,3,Summer,Small
Philadelphia Fire,2025-08-08,Riverside,25.0,34.033455,-117.50691,8,4,Summer,Small
Butte Fire,2025-08-07,Modoc,45.0,41.955097,-121.120371,8,3,Summer,Medium
Berry Fire,2025-08-08,Napa,68.0,38.6989922,-122.2707332,8,4,Summer,Medium
Runner Fire,2025-08-08,San Diego,88.0,32.687885,-116.281929,8,4,Summer,Medium
Tiger Fire,2025-08-08,Amador,118.0,38.430401,-120.516289,8,4,Summer,Medium
North Fire,2025-08-08,Lake,11.0,38.994765,-122.680639,8,4,Summer,Small
Mariposa Fire,2025-08-09,San Bernardino,12.0,34.325756,-117.477459,8,5,Summer,Small
Arden Fire,2025-08-09,Lake,26.0,39.100802,-122.805092,8,5,Summer,Small
Richbar Fire,2025-08-09,Kern,158.0,35.468395,-118.722809,8,5,Summer,Large
Ponderosa Fire,2025-08-10,Yuba,87.0,39.386003,-121.295635,8,6,Summer,Medium
Clark Fire,2025-08-10,Lassen,51.0,40.91808,-121.170005,8,6,Summer,Medium
Mountain Fire,2025-08-11,Modoc,980.0,41.8124,-121.33,8,0,Summer,Large
Utah Fire,2025-08-11,Mariposa,13.0,37.573647,-120.126968,8,0,Summer,Small
Perez Fire,2025-08-12,Modoc,15.0,41.714,-121.286667,8,1,Summer,Small
Lost Fire,2025-08-12,Fresno,31.0,36.974318,-119.724423,8,1,Summer,Small
Smittle Fire,2025-08-13,Napa,5.0,38.560009,-122.234924,8,2,Summer,Small
Preston Fire,2025-08-13,Mariposa,13.0,37.257358,-119.97478,8,2,Summer,Small
King Fire,2025-08-14,Los Angeles,577.0,34.720071,-118.79656,8,3,Summer,Large
Hawk Fire,2025-08-14,Los Angeles,481.0,34.5314258,-118.2272114,8,3,Summer,Large
Heather Fire,2025-08-14,Siskiyou,240.0,41.932642,-122.4019,8,3,Summer,Large
Herman Fire,2025-08-15,Solano,167.0,38.097839,-122.131599,8,4,Summer,Large
Hadley Fire,2025-08-17,Madera,13.0,37.214319,-119.56892,8,6,Summer,Small
Carlos Fire,2025-08-18,San Luis Obispo,43.0,35.453419,-120.66952,8,0,Summer,Medium
Vineyard Fire,2025-08-19,Madera,41.0,36.865734,-120.140056,8,1,Summer,Medium
Coyote Fire,2025-08-20,El Dorado,624.0,38.535896,-120.636971,8,2,Summer,Large
Watson Fire,2025-08-21,Santa Clara,23.0,37.084305,-121.644112,8,3,Summer,Small
Pickett Fire,2025-08-21,Napa,6820.0,38.6001023,-122.5519541,8,3,Summer,Large
Cantova Fire,2025-08-21,Sacramento,36.0,38.489675,-121.100506,8,3,Summer,Medium
Crow Fire,2025-08-21,San Diego,500.0,33.4530278,-117.5346389,8,3,Summer,Large
Parks Fire,2025-08-22,Alameda,118.0,37.732098,-121.908142,8,4,Summer,Medium
Little Fire,2025-08-22,Kern,2506.0,35.569296,-118.585846,8,4,Summer,Large
Vail Fire,2025-08-23,Riverside,55.0,33.498964,-116.997928,8,5,Summer,Medium
Tanabe Fire,2025-08-23,Yuba,40.0,39.265104,-121.514636,8,5,Summer,Medium
Lierly Fire ,2025-08-23,Kern,139.0,34.995365,-119.044543,8,5,Summer,Medium
Anderson Fire,2025-08-23,Madera,20.0,37.067374,-119.620204,8,5,Summer,Small
Point Fire,2025-08-23,Shasta,43.0,40.38862,-122.40685,8,5,Summer,Medium
Canal Fire,2025-08-23,Madera,46.0,37.097674,-120.029309,8,5,Summer,Medium
Look Fire,2025-08-24,Tulare,11.0,36.536667,-118.909333,8,6,Summer,Small
R-3 Fire,2025-08-24,Lassen,500.0,40.435833,-120.477333,8,6,Summer,Large
Garnet Fire,2025-08-24,Fresno,59844.0,36.86508,-119.027914,8,6,Summer,Large
Sky Fire,2025-08-24,Lake,19.0,38.89991,-122.527007,8,6,Summer,Small
High Fire,2025-08-24,Fresno,36.0,36.964445,-119.343755,8,6,Summer,Medium
Branch 2 Fire,2025-08-24,Fresno,28.0,36.950182,-119.34644,8,6,Summer,Small
R-10 Fire,2025-08-25,Lassen,100.0,40.678028,-120.24025,8,0,Summer,Medium
Aberdeen Fire,2025-08-25,Inyo,91.0,36.99955,-118.232528,8,0,Summer,Medium
SKU Late August Lightning Complex,2025-08-25,Siskiyou,107.0,41.0,-122.0,8,0,Summer,Medium
Pomegranate Fire,2025-08-25,Fresno,100.0,36.647094,-120.133591,8,0,Summer,Medium
Mesa Fire,2025-08-25,Tuolumne,16.0,37.891253,-120.488153,8,0,Summer,Small
Dillon Fire,2025-08-25,Siskiyou,11929.0,41.54121,-123.539009,8,0,Summer,Large
3-22 Muck Fire,2025-08-25,Lassen,40.0,40.97749,-121.227729,8,0,Summer,Medium
Paskenta Fire,2025-08-25,Tehama,65.0,40.00074,-122.298489,8,0,Summer,Medium
6-3 Fire,2025-08-26,Butte,11.0,39.523797,-121.650849,8,1,Summer,Small
Butter Fire,2025-08-26,Kern,48.0,35.464035,-118.147758,8,1,Summer,Medium
3-27 Fire,2025-08-26,Lassen,24.0,41.088854,-121.057196,8,1,Summer,Small
Grade Fire,2025-08-26,Siskiyou,10.0,41.217878,-121.590689,8,1,Summer,Small
H-10 Fire,2025-08-26,Shasta,13.0,40.737144,-121.330697,8,1,Summer,Small
Franciscan Fire,2025-08-26,Shasta,34.0,40.472116,-122.181166,8,1,Summer,Small
Parkville Fire,2025-08-27,Shasta,24.0,40.43326,-122.188718,8,2,Summer,Small
5-4 Fire,2025-08-27,Shasta,41.0,40.782379,-122.639809,8,2,Summer,Medium
Lake Fire,2025-08-27,Modoc,401.0,41.86292,-121.22717,8,2,Summer,Large
Blue Fire,2025-08-26,Siskiyou,3713.0,41.78715,-123.18499,8,1,Summer,Large
Hutton Fire,2025-08-28,San Luis Obispo,21.0,34.990911,-120.437696,8,3,Summer,Small
Garden Fire,2025-08-28,Siskiyou,16.0,41.31546,-123.23382,8,3,Summer,Small
Peter Fire,2025-08-29,Lake,47.0,38.919426,-122.876633,8,4,Summer,Medium
Log Fire,2025-09-01,Siskiyou,1170.0,41.41726,-123.2668,9,0,Fall,Large
Grant Fire,2025-08-29,Alameda,13.0,37.740292,-121.585802,8,4,Summer,Small
Scott Fire,2025-08-29,Lake,19.0,39.043833,-122.972167,8,4,Summer,Small
South Constantia Fire,2025-08-29,Lassen,15.0,39.941076,-120.004618,8,4,Summer,Small
Murphy Fire,2025-08-26,Siskiyou,12.0,41.211359,-123.173767,8,1,Summer,Small
Coach Fire,2025-08-30,Monterey,13.0,36.805649,-121.561084,8,5,Summer,Small
Edgewood Fire,2025-08-30,San Mateo,10.0,37.443956,-122.265569,8,5,Summer,Small
Stonewall Fire,2025-08-31,Monterey,31.0,36.448208,-121.226906,8,6,Summer,Small
R-3 Fire,2025-08-24,Lassen,145.0,40.435833,-120.477333,8,6,Summer,Medium
Pump Rd / Woo Rd Fire,2025-08-31,Merced,19.0,36.931478,-120.809789,8,6,Summer,Small
S-14 Fire,2025-09-01,Modoc,50.0,41.317155,-120.115829,9,0,Fall,Medium
Springs Fire,2025-09-01,Tehama,32.0,40.4017003,-121.8143349,9,0,Fall,Small
Kibbie Fire,2025-08-26,Tuolumne,13.0,38.028263,-119.824371,8,1,Summer,Small
Valley Fire,2025-09-01,El Dorado,16.0,38.72489,-121.032,9,0,Fall,Small
Palo Fire,2025-09-01,Alameda,10.0,37.689612,-122.020693,9,0,Fall,Small
Tracy Fire,2025-09-01,Shasta,18.0,40.40398,-122.31726,9,0,Fall,Small
Root Fire,2025-09-01,Shasta,729.0,41.159093,-122.397152,9,0,Fall,Large
Ellie Fire,2025-09-01,Los Angeles,16.0,34.545175,-119.106092,9,0,Fall,Small
Fuel Fire,2025-09-01,Fresno,10.0,37.044697,-119.472565,9,0,Fall,Small
Canal Fire,2025-09-02,Madera,272.0,37.119648,-120.074557,9,1,Fall,Large
Sierra Fire,2025-09-02,Placer,44.0,38.862604,-121.21753,9,1,Fall,Medium
Copper Fire,2025-09-02,Amador,11.0,38.484002,-121.007605,9,1,Fall,Small
Rock Fire,2025-09-02,Sacramento,143.0,38.621374,-121.113812,9,1,Fall,Medium
18-1 Fire,2025-09-02,Merced,463.0,37.250521,-120.197971,9,1,Fall,Large
Salt Fire,2025-09-01,"Fresno, Monterey",25579.0,36.011656,-120.36348,9,0,Fall,Large
Swift Complex,2025-08-25,Trinity,540.0,40.9044444,-122.8508333,8,0,Summer,Large
Michigan Fire,2025-09-02,Amador,33.0,38.379304,-120.986172,9,1,Fall,Small
Brown Fire,2025-09-02,Sacramento,60.0,38.464121,-121.043423,9,1,Fall,Medium
Hornitos 1-2 Fire,2025-09-02,Mariposa,390.0,37.529667,-120.256117,9,1,Fall,Large
Moraga Fire,2025-09-02,Merced,315.0,37.079208,-120.962011,9,1,Fall,Large
4-1 Fire,2025-09-02,Sacramento,8.0,38.438081,-121.048558,9,1,Fall,Small
Orange Fire,2025-09-02,Tehama,10.0,39.960829,-122.164789,9,1,Fall,Small
TCU September Lightning Complex ,2025-09-02,"Calaveras, San Joaquin, Stanislaus, Tuolumne",13869.0,37.998587,-120.475152,9,1,Fall,Large
Cedar Fire,2025-09-02,Trinity,104.0,40.406746,-123.231979,9,1,Fall,Medium
Park Fire,2025-09-02,Monterey,25.0,35.945333,-120.3755,9,1,Fall,Small
1-4 Fire,2025-09-02,Mariposa,4451.0,37.255225,-120.067334,9,1,Fall,Large
1-3 Fire,2025-09-02,Mariposa,250.0,37.262108,-120.007439,9,1,Fall,Large
Forebay Fire,2025-09-02,Butte,36.0,39.524747,-121.612192,9,1,Fall,Medium
6-5 Fire,2025-09-02,Tuolumne,7037.0,37.819667,-120.437333,9,1,Fall,Large
Paladino Fire,2025-09-02,Kern,461.0,35.417279,-118.927674,9,1,Fall,Large
Porter Fire,2025-09-02,Placer,10.0,39.013895,-121.340233,9,1,Fall,Small
Granite Fire,2025-09-02,Butte,19.0,39.890933,-121.451769,9,1,Fall,Small
Marmon Fire,2025-09-02,Fresno,1034.0,36.24125,-120.102889,9,1,Fall,Large
F22 Fire,2025-09-02,Fresno,10.0,35.944667,-120.349833,9,1,Fall,Small
