incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH_fire,DAY_OF_WEEK_fire,SEASON_fire,FIRE_SIZE_CAT,DATE,TAVG,TMAX,TMIN,AWND,PRCP,TAVG_CAT,TMAX_CAT,TMIN_CAT,PRCP_CAT,MONTH_weather,DAY_OF_WEEK_weather,SEASON_weather
Stagecoach Fire,2020-08-03,Kern,7760.0,35.43044,-118.53361,8,0,Summer,Large,2020-08-03,,28.9,18.3,1.8,0.0,Unknown,High,High,Dry,8,0,Summer
Trimmer Fire,2020-08-04,Fresno,594.0,36.90933,-119.2439,8,1,Summer,Large,2020-08-04,,27.8,19.4,2.2,0.0,Unknown,High,High,Dry,8,1,Summer
Pass Fire,2020-08-04,San Luis Obispo,322.0,35.61521,-120.40457,8,1,Summer,Large,2020-08-04,,27.8,19.4,2.2,0.0,Unknown,High,High,Dry,8,1,Summer
Fort Fire,2020-08-06,Kern,277.0,34.93929,-118.92967,8,3,Summer,Large,2020-08-06,,26.7,19.4,2.2,0.0,Unknown,High,High,Dry,8,3,Summer
Texas Fire,2020-08-06,Los Angeles,210.0,-118.46115,-118.46115,8,3,Summer,Large,2020-08-06,,26.7,19.4,2.2,0.0,Unknown,High,High,Dry,8,3,Summer
Mina Fire,2020-08-10,Mendocino,177.0,39.82454,-123.262437,8,0,Summer,Large,2020-08-10,,,,,0.0,Unknown,,,Dry,8,0,Summer
Duluth Fire,2020-08-10,Placer,65.0,38.81111,-121.318472,8,0,Summer,Medium,2020-08-10,,,,,0.0,Unknown,,,Dry,8,0,Summer
R-1 Fire,2020-08-11,Lassen,285.0,40.590714,-120.549595,8,1,Summer,Large,2020-08-11,,30.0,16.1,1.2,0.0,Unknown,High,Medium,Dry,8,1,Summer
Lake Fire,2020-08-12,Los Angeles,31089.0,34.679,-118.452,8,2,Summer,Large,2020-08-12,,31.7,16.1,1.2,0.0,Unknown,High,Medium,Dry,8,2,Summer
Carrizo Fire,2020-08-12,San Luis Obispo,183.0,35.308259,-119.987565,8,2,Summer,Large,2020-08-12,,31.7,16.1,1.2,0.0,Unknown,High,Medium,Dry,8,2,Summer
Soda Fire,2020-08-12,Kern,424.0,34.962524,-119.444977,8,2,Summer,Large,2020-08-12,,31.7,16.1,1.2,0.0,Unknown,High,Medium,Dry,8,2,Summer
Meiss Fire,2020-08-13,Sacramento,512.0,38.474502,-121.172572,8,3,Summer,Large,2020-08-13,,36.7,21.7,1.2,0.0,Unknown,High,High,Dry,8,3,Summer
Ranch 2 Fire,2020-08-13,Los Angeles,4237.0,34.160265,-117.910498,8,3,Summer,Large,2020-08-13,,36.7,21.7,1.2,0.0,Unknown,High,High,Dry,8,3,Summer
Clark Fire,2020-08-14,Butte,110.0,39.647686,-121.633994,8,4,Summer,Medium,2020-08-14,,37.8,21.7,1.5,0.0,Unknown,High,High,Dry,8,4,Summer
Loyalton Fire,2020-08-14,Sierra,47029.0,39.702438,-120.143473,8,4,Summer,Large,2020-08-14,,37.8,21.7,1.5,0.0,Unknown,High,High,Dry,8,4,Summer
Whale Fire,2020-08-15,San Luis Obispo,320.0,35.472114,-120.856731,8,5,Summer,Large,2020-08-15,,30.6,21.7,2.9,0.0,Unknown,High,High,Dry,8,5,Summer
Hills Fire,2020-08-15,Fresno,2121.0,36.09876,-120.427342,8,5,Summer,Large,2020-08-15,,30.6,21.7,2.9,0.0,Unknown,High,High,Dry,8,5,Summer
SCU Lightning Complex,2020-08-16,"Santa Clara, San Joaquin, Contra Costa, Alameda, Stanislaus",396624.0,37.439437,-121.30435,8,6,Summer,Large,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
3-2 Fire,2020-08-16,San Luis Obispo,20.0,35.519723,-120.801074,8,6,Summer,Small,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
Elk Fire,2020-08-16,Glenn,727.0,39.52452,-122.427358,8,6,Summer,Large,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
River Fire,2020-08-16,Monterey,48088.0,36.60239,-121.62161,8,6,Summer,Large,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
August Complex (includes Doe Fire),2020-08-16,"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa",1032648.0,39.776,-122.673,8,6,Summer,Large,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
CZU Lightning Complex (Including Warnella Fire) ,2020-08-16,"Santa Cruz, San Mateo",86509.0,37.17162,-122.22275,8,6,Summer,Large,2020-08-16,,,,,0.0,Unknown,,,Dry,8,6,Summer
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,2020-08-17,"Tehama, Glenn",19609.0,40.09571,-122.4393,8,0,Summer,Large,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
LNU Lightning Complex,2020-08-17,"Napa, Solano, Lake, Sonoma, Yolo",363220.0,38.48193,-122.14864,8,0,Summer,Large,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
Murphy Fire,2020-08-17,El Dorado,14.0,38.840068,-120.876546,8,0,Summer,Small,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
Holser Fire,2020-08-17,Ventura,3000.0,34.438759,-118.758965,8,0,Summer,Large,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
4-8 Fire,2020-08-17,Glenn,275.0,39.555943,-122.5012461,8,0,Summer,Large,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
Jones Fire,2020-08-17,Nevada,705.0,39.29241,-121.100352,8,0,Summer,Large,2020-08-17,,,,,0.0,Unknown,,,Dry,8,0,Summer
Carmel Fire,2020-08-18,Monterey,6901.0,36.4463,-121.68181,8,1,Summer,Large,2020-08-18,,37.8,21.7,2.5,0.0,Unknown,High,High,Dry,8,1,Summer
3-19 Fire,2020-08-18,Mendocino,62.0,39.276,-123.013667,8,1,Summer,Medium,2020-08-18,,37.8,21.7,2.5,0.0,Unknown,High,High,Dry,8,1,Summer
Salt Fire,2020-08-18,Calaveras,1783.0,38.027921,-120.763258,8,1,Summer,Large,2020-08-18,,37.8,21.7,2.5,0.0,Unknown,High,High,Dry,8,1,Summer
Creek Fire,2020-08-18,Mendocino,820.0,39.8174372,-123.2111007,8,1,Summer,Large,2020-08-18,,37.8,21.7,2.5,0.0,Unknown,High,High,Dry,8,1,Summer
Woodward Fire,2020-08-18,Marin,4929.0,38.018089,-122.836701,8,1,Summer,Large,2020-08-18,,37.8,21.7,2.5,0.0,Unknown,High,High,Dry,8,1,Summer
Flint Fire,2020-08-19,Calaveras,55.0,38.03106,-120.85258,8,2,Summer,Medium,2020-08-19,,,,,0.0,Unknown,,,Dry,8,2,Summer
Moc Fire,2020-08-20,Tuolumne,2857.0,37.813779,-120.312565,8,3,Summer,Large,2020-08-20,,31.7,22.8,2.4,0.0,Unknown,High,High,Dry,8,3,Summer
Volcano Fire,2020-08-20,San Diego,45.0,33.454896,-117.328234,8,3,Summer,Medium,2020-08-20,,31.7,22.8,2.4,0.0,Unknown,High,High,Dry,8,3,Summer
Coyote Fire,2020-08-21,Santa Clara,143.0,37.18725,-121.68465,8,4,Summer,Medium,2020-08-21,,30.6,23.3,2.2,0.0,Unknown,High,High,Dry,8,4,Summer
Sheep Fire ,2020-08-22,Plumas,29570.0,40.274,-120.757,8,5,Summer,Large,2020-08-22,,,,,0.0,Unknown,,,Dry,8,5,Summer
Placer Fire,2020-08-25,San Luis Obispo,53.0,35.4335197,-120.1243296,8,1,Summer,Medium,2020-08-25,,30.0,21.7,2.2,0.0,Unknown,High,High,Dry,8,1,Summer
Perry Fire,2020-08-26,Placer,9.0,38.8825,-121.10411,8,2,Summer,Small,2020-08-26,,33.3,20.6,1.3,0.0,Unknown,High,High,Dry,8,2,Summer
R-8 Pinecone Fire ,2020-08-26,Lassen,567.0,40.773,-120.536,8,2,Summer,Large,2020-08-26,,33.3,20.6,1.3,0.0,Unknown,High,High,Dry,8,2,Summer
Johnson Fire ,2020-08-28,Los Angeles,290.0,34.65979,-118.36411,8,4,Summer,Large,2020-08-28,,,,,0.0,Unknown,,,Dry,8,4,Summer
Hensley Fire ,2020-08-30,Madera,400.0,37.08053,-119.88673,8,6,Summer,Large,2020-08-30,,,,,0.0,Unknown,,,Dry,8,6,Summer
Catholic Fire,2020-09-01,Lake,13.0,39.012743,-122.637037,9,1,Fall,Small,2020-09-01,,,,,0.0,Unknown,,,Dry,9,1,Fall
Creek Fire,2020-09-04,"Fresno, Madera",379895.0,37.19147,-119.261175,9,4,Fall,Large,2020-09-04,,30.0,19.4,1.5,0.0,Unknown,High,High,Dry,9,4,Fall
El Dorado Fire,2020-09-05,"San Bernardino, Riverside",22744.0,34.08056,-116.98669,9,5,Fall,Large,2020-09-05,,43.3,21.7,1.0,0.0,Unknown,High,High,Dry,9,5,Fall
Valley Fire,2020-09-05,San Diego,16390.0,32.765615,-116.692705,9,5,Fall,Large,2020-09-05,,43.3,21.7,1.0,0.0,Unknown,High,High,Dry,9,5,Fall
Oak Fire,2020-09-07,Mendocino,1100.0,39.4935,-123.3965,9,0,Fall,Large,2020-09-07,,27.8,22.8,3.4,0.0,Unknown,High,High,Dry,9,0,Fall
Sperry Fire,2020-09-08,Stanislaus,45.0,37.46377,-121.18018,9,1,Fall,Medium,2020-09-08,,26.1,22.8,2.5,0.0,Unknown,Medium,High,Dry,9,1,Fall
Willow Fire,2020-09-09,Yuba,1311.0,39.3637,-121.32361,9,2,Fall,Large,2020-09-09,,31.7,19.4,0.9,0.0,Unknown,High,High,Dry,9,2,Fall
Schoolhouse Fire,2020-09-09,Siskiyou,45.0,41.68229,-122.84057,9,2,Fall,Medium,2020-09-09,,31.7,19.4,0.9,0.0,Unknown,High,High,Dry,9,2,Fall
Shackleford Fire,2020-09-11,Siskiyou,50.0,41.575549,-123.021635,9,4,Fall,Medium,2020-09-11,,28.3,16.1,1.1,0.0,Unknown,High,Medium,Dry,9,4,Fall
Bullfrog Fire,2020-09-12,Fresno,1185.0,37.135474,-119.027309,9,5,Fall,Large,2020-09-12,,28.9,17.2,1.2,0.0,Unknown,High,High,Dry,9,5,Fall
San Antonio Fire ,2020-09-16,Santa Barbara,111.0,34.773809,-120.491594,9,2,Fall,Medium,2020-09-16,,32.8,17.8,,0.0,Unknown,High,High,Dry,9,2,Fall
Fox Fire,2020-09-16,Siskiyou,2188.0,41.211022,-122.847359,9,2,Fall,Large,2020-09-16,,32.8,17.8,,0.0,Unknown,High,High,Dry,9,2,Fall
Snow Fire ,2020-09-17,Riverside,6254.0,33.88831,-116.68386,9,3,Fall,Large,2020-09-17,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,9,3,Fall
Glass Fire,2020-09-27,"Napa, Sonoma",67484.0,38.56295,-122.49745,9,6,Fall,Large,2020-09-27,,25.6,20.0,2.1,0.0,Unknown,Medium,High,Dry,9,6,Fall
Zogg Fire,2020-09-27,"Shasta, Tehama",56338.0,40.53927,-122.56656,9,6,Fall,Large,2020-09-27,,25.6,20.0,2.1,0.0,Unknown,Medium,High,Dry,9,6,Fall
Martindale Fire ,2020-09-28,Los Angeles,230.0,34.563,-118.4,9,0,Fall,Large,2020-09-28,,30.0,20.0,1.6,0.0,Unknown,High,High,Dry,9,0,Fall
Candy Fire,2020-09-29,Riverside,454.0,33.764357,-117.374419,9,1,Fall,Large,2020-09-29,,,,,0.0,Unknown,,,Dry,9,1,Fall
Copper Fire ,2020-09-30,Amador,48.0,38.49375,-121.003602,9,2,Fall,Medium,2020-09-30,,37.8,19.4,1.6,0.0,Unknown,High,High,Dry,9,2,Fall
Pony Fire,2020-10-03,Sacramento,20.0,38.464074,-121.039236,10,5,Fall,Small,2020-10-03,,32.8,18.3,1.9,0.0,Unknown,High,High,Dry,10,5,Fall
Lambert Fire,2020-10-04,Amador,21.0,38.424016,-121.006635,10,6,Fall,Small,2020-10-04,,33.3,16.1,1.2,0.0,Unknown,High,Medium,Dry,10,6,Fall
Fields Fire ,2020-10-07,Yuba,56.0,39.181047,-121.450982,10,2,Fall,Medium,2020-10-07,,25.6,17.8,2.5,0.0,Unknown,Medium,High,Dry,10,2,Fall
Irvine Fire,2020-10-11,Contra Costa,30.0,37.821737,-122.104314,10,6,Fall,Small,2020-10-11,,,,,0.0,Unknown,,,Dry,10,6,Fall
Diamond Fire,2020-10-13,Calaveras,21.0,37.98337,-120.64541,10,1,Fall,Small,2020-10-13,,33.9,18.3,1.2,0.0,Unknown,High,High,Dry,10,1,Fall
Bruder Fire,2020-10-15,San Bernardino,170.0,34.014728,-117.138078,10,3,Fall,Large,2020-10-15,,33.3,18.3,1.6,0.0,Unknown,High,High,Dry,10,3,Fall
Cameron Fire,2020-10-18,El Dorado,15.0,38.659387,-120.964726,10,6,Fall,Small,2020-10-18,,,,,0.0,Unknown,,,Dry,10,6,Fall
Ferry Fire,2020-10-22,Butte,6.0,39.51694,-121.54475,10,3,Fall,Small,2020-10-22,,23.9,20.0,2.8,0.0,Unknown,Medium,High,Dry,10,3,Fall
Redwood Fire,2020-10-23,Humboldt,102.0,40.55823,-123.88658,10,4,Fall,Medium,2020-10-23,,22.8,19.4,2.2,0.0,Unknown,Medium,High,Dry,10,4,Fall
Pope Fire,2020-10-23,Napa,61.0,38.56184,-122.37828,10,4,Fall,Medium,2020-10-23,,22.8,19.4,2.2,0.0,Unknown,Medium,High,Dry,10,4,Fall
Point Fire (Shasta and Tehama County),2020-10-25,"Shasta, Tehama",275.0,40.38869,-122.39033,10,6,Fall,Large,2020-10-25,,21.7,15.6,1.4,0.0,Unknown,Low,Medium,Dry,10,6,Fall
Dersch Fire,2020-10-25,Shasta,133.0,40.47646,-122.18102,10,6,Fall,Medium,2020-10-25,,21.7,15.6,1.4,0.0,Unknown,Low,Medium,Dry,10,6,Fall
Olinda Fire,2020-10-25,Shasta,5.0,40.41486,-122.342,10,6,Fall,Small,2020-10-25,,21.7,15.6,1.4,0.0,Unknown,Low,Medium,Dry,10,6,Fall
Silverado Fire ,2020-10-26,Orange,12466.0,33.73614,-117.65719,10,0,Fall,Large,2020-10-26,,23.3,11.1,2.8,0.0,Unknown,Medium,Low,Dry,10,0,Fall
Blue Ridge Fire ,2020-10-26,Orange,13964.0,33.877257,-117.675067,10,0,Fall,Large,2020-10-26,,23.3,11.1,2.8,0.0,Unknown,Medium,Low,Dry,10,0,Fall
Cypress Fire,2020-11-01,"Riverside, San Bernardino",150.0,34.03343,-117.51476,11,6,Fall,Medium,2020-11-01,,30.0,14.4,1.1,0.0,Unknown,High,Medium,Dry,11,6,Fall
San Dimas Fire,2020-11-06,Los Angeles,131.0,34.146195,-117.778561,11,4,Fall,Medium,2020-11-06,,24.4,15.0,2.4,0.0,Unknown,Medium,Medium,Dry,11,4,Fall
Airport Fire,2020-12-01,Riverside,1087.0,33.893351,-117.62109,12,1,Winter,Large,2020-12-01,,,,,0.0,Unknown,,,Dry,12,1,Winter
Bond Fire,2020-12-02,Orange,6686.0,33.743842,-117.674967,12,2,Winter,Large,2020-12-02,,24.4,7.8,1.3,0.0,Unknown,Medium,Low,Dry,12,2,Winter
Cerritos Fire,2020-12-03,Riverside,200.0,33.773754,-117.051463,12,3,Winter,Large,2020-12-03,,,,,0.0,Unknown,,,Dry,12,3,Winter
Thomas Fire,2020-12-03,Lassen,24.0,41.591948,-120.374514,12,3,Winter,Small,2020-12-03,,,,,0.0,Unknown,,,Dry,12,3,Winter
Cornell Fire,2020-12-07,Ventura,174.0,34.33622,-119.078,12,0,Winter,Large,2020-12-07,,,,,0.0,Unknown,,,Dry,12,0,Winter
Sanderson Fire,2020-12-13,Riverside,1954.0,33.93244,-117.03459,12,6,Winter,Large,2020-12-13,,20.6,7.8,1.2,0.0,Unknown,Low,Low,Dry,12,6,Winter
Erbes Fire,2021-01-14,Ventura,250.0,34.20955,-118.83967,1,3,Winter,Large,2021-01-14,,,,,0.0,Unknown,,,Dry,1,3,Winter
North Butano Fire,2021-01-18,San Mateo,15.0,37.18259,-122.28823,1,0,Winter,Small,2021-01-18,,26.7,9.4,1.5,0.0,Unknown,High,Low,Dry,1,0,Winter
China Grade Fire,2021-01-18,Santa Cruz,22.0,37.17749,-122.1756,1,0,Winter,Small,2021-01-18,,26.7,9.4,1.5,0.0,Unknown,High,Low,Dry,1,0,Winter
Manzanita Fire,2021-01-19,Madera,23.0,37.25086,-119.51982,1,1,Winter,Small,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Bonny Doone Complex (Previously Fanning Fire),2021-01-19,Santa Cruz,20.0,37.08931,-122.10509,1,1,Winter,Small,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Wolf Fire,2021-01-19,Kern,865.0,34.99432,-119.185309,1,1,Winter,Large,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
72 Fire,2021-01-19,Riverside,43.0,33.52871,-116.10723,1,1,Winter,Medium,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Towsley Fire,2021-01-19,Los Angeles,184.0,34.3585229,-118.5553174,1,1,Winter,Large,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Panther Ridge Fire,2021-01-19,Santa Cruz,20.0,37.18381,-122.13372,1,1,Winter,Small,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Freedom Fire,2021-01-19,Santa Cruz,37.0,36.98767,-121.83627,1,1,Winter,Medium,2021-01-19,,,,,0.0,Unknown,,,Dry,1,1,Winter
Grapevine Fire,2021-03-14,Kern,86.0,35.58198161,-117.5910734,3,6,Spring,Medium,2021-03-14,,,,,0.0,Unknown,,,Dry,3,6,Spring
Refuge Fire,2021-03-27,Siskiyou,873.0,41.927772,-121.627082,3,5,Spring,Large,2021-03-27,,23.9,8.9,1.4,0.0,Unknown,Medium,Low,Dry,3,5,Spring
Line Fire,2021-03-28,Tuolumne,23.0,37.813464,-120.131236,3,6,Spring,Small,2021-03-28,,33.9,10.0,1.0,0.0,Unknown,High,Low,Dry,3,6,Spring
Woodman Fire,2021-04-01,Shasta,35.0,40.6758842,-122.0536419,4,3,Spring,Small,2021-04-01,,,,,0.0,Unknown,,,Dry,4,3,Spring
Westwood Fire,2021-04-04,Ventura,25.0,34.30277328,-118.700095,4,6,Spring,Small,2021-04-04,,,,,0.0,Unknown,,,Dry,4,6,Spring
Paso Fire,2021-04-12,San Diego,28.0,32.958961,-116.582369,4,0,Spring,Small,2021-04-12,,21.1,15.0,1.8,0.0,Unknown,Low,Medium,Dry,4,0,Spring
Turnout Fire,2021-04-18,Mendocino,200.0,38.99914,-123.35838,4,6,Spring,Large,2021-04-18,,31.7,12.8,2.7,0.0,Unknown,High,Medium,Dry,4,6,Spring
River Fire,2021-04-19,Sutter,80.0,38.9743823,-121.5896697,4,0,Spring,Medium,2021-04-19,,,,,0.0,Unknown,,,Dry,4,0,Spring
Wolves Fire,2021-04-23,Kern,50.0,34.9471195,-1191414610.0,4,4,Spring,Medium,2021-04-23,,,,,0.0,Unknown,,,Dry,4,4,Spring
Luis Fire,2021-04-24,Merced,93.0,37.0953436,-121.143154,4,5,Spring,Medium,2021-04-24,,,,,0.0,Unknown,,,Dry,4,5,Spring
North Fire,2021-04-28,Los Angeles,650.0,34.449686,-118.616276,4,2,Spring,Large,2021-04-28,,26.7,11.7,2.2,0.0,Unknown,High,Low,Dry,4,2,Spring
Sky Fire,2021-04-29,Lake,65.0,38.88437128,-122.5177156,4,3,Spring,Medium,2021-04-29,,,,,0.0,Unknown,,,Dry,4,3,Spring
Campo Fire,2021-04-29,Calaveras,160.0,38.223179,-120.856628,4,3,Spring,Large,2021-04-29,,,,,0.0,Unknown,,,Dry,4,3,Spring
Salmon Fire,2021-05-01,El Dorado,32.0,38.773294,-121.034998,5,5,Spring,Small,2021-05-01,,23.9,15.6,2.8,0.0,Unknown,Medium,Medium,Dry,5,5,Spring
Southern Fire,2021-05-02,San Diego,5366.0,32.987532,-116.443391,5,6,Spring,Large,2021-05-02,,21.7,15.6,2.6,0.0,Unknown,Low,Medium,Dry,5,6,Spring
Creek Fire,2021-05-04,Riverside,32.0,33.532246,-116.767011,5,1,Spring,Small,2021-05-04,,25.6,16.1,2.4,0.0,Unknown,Medium,Medium,Dry,5,1,Spring
Bridge Fire,2021-05-05,Riverside,226.0,33.86972,-117.044072,5,2,Spring,Large,2021-05-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,5,2,Spring
Dillard Fire,2021-05-08,Sacramento,44.0,38.28328,-121.45965,5,5,Spring,Medium,2021-05-08,,21.7,16.1,3.4,0.0,Unknown,Low,Medium,Dry,5,5,Spring
Gunnison Fire,2021-05-08,Butte,550.0,39.85479,-121.91936,5,5,Spring,Large,2021-05-08,,21.7,16.1,3.4,0.0,Unknown,Low,Medium,Dry,5,5,Spring
Granite Fire,2021-05-08,Calaveras,118.0,38.03106,-120.85258,5,5,Spring,Medium,2021-05-08,,21.7,16.1,3.4,0.0,Unknown,Low,Medium,Dry,5,5,Spring
Quail Fire,2021-05-12,Yuba,35.0,39.2510745,-121.361339,5,2,Spring,Small,2021-05-12,,22.8,16.7,2.4,0.0,Unknown,Medium,Medium,Dry,5,2,Spring
Pine Fire,2021-05-12,Los Angeles,442.0,34.454231,-117.663815,5,2,Spring,Large,2021-05-12,,22.8,16.7,2.4,0.0,Unknown,Medium,Medium,Dry,5,2,Spring
Fields Fire,2021-05-14,Merced,97.0,37.560209,-120.419624,5,4,Spring,Medium,2021-05-14,,,,,0.0,Unknown,,,Dry,5,4,Spring
R-1 Fire,2021-05-14,Lassen,29.0,40.971612,-120.094517,5,4,Spring,Small,2021-05-14,,,,,0.0,Unknown,,,Dry,5,4,Spring
Palisades Fire,2021-05-14,Los Angeles,1202.0,34.079046,-118.558938,5,4,Spring,Large,2021-05-14,,,,,0.0,Unknown,,,Dry,5,4,Spring
Davis Fire,2021-05-18,Riverside,300.0,33.8948,-117.1116,5,1,Spring,Large,2021-05-18,,24.4,16.1,1.5,0.0,Unknown,Medium,Medium,Dry,5,1,Spring
Parkside Fire,2021-05-19,Riverside,17.0,33.50994,-115.917099,5,2,Spring,Small,2021-05-19,,24.4,15.6,2.2,0.0,Unknown,Medium,Medium,Dry,5,2,Spring
Settlers Fire,2021-05-19,El Dorado,45.0,38.56101,-121.01365,5,2,Spring,Medium,2021-05-19,,24.4,15.6,2.2,0.0,Unknown,Medium,Medium,Dry,5,2,Spring
WeeVill Fire,2021-05-20,Los Angeles,300.0,34.7591895,-118.5044868,5,3,Spring,Large,2021-05-20,,23.3,15.6,2.6,0.0,Unknown,Medium,Medium,Dry,5,3,Spring
Bluff Fire,2021-05-21,Humboldt,25.0,41.23106,-123.66003,5,4,Spring,Small,2021-05-21,,,,,0.0,Unknown,,,Dry,5,4,Spring
Tomki Fire,2021-05-21,Mendocino,18.0,39.384319,-123.23205,5,4,Spring,Small,2021-05-21,,,,,0.0,Unknown,,,Dry,5,4,Spring
Lake Fire,2021-05-24,Riverside,115.0,33.965596,-117.471517,5,0,Spring,Medium,2021-05-24,,33.9,12.8,1.6,0.0,Unknown,High,Medium,Dry,5,0,Spring
Mile Fire,2021-05-27,Stanislaus,508.0,37.89346197,-120.8391587,5,3,Spring,Large,2021-05-27,,21.7,16.1,3.0,0.0,Unknown,Low,Medium,Dry,5,3,Spring
Live Oak Fire,2021-05-27,Mariposa,197.0,37.45646,-120.00392,5,3,Spring,Large,2021-05-27,,21.7,16.1,3.0,0.0,Unknown,Low,Medium,Dry,5,3,Spring
Sargents Fire,2021-05-30,Monterey,1118.0,35.932852,-120.854096,5,6,Spring,Large,2021-05-30,,21.7,16.1,3.0,0.0,Unknown,Low,Medium,Dry,5,6,Spring
Slope Fire,2021-05-31,Fresno,25.0,36.86201725,-119.3484122,5,0,Spring,Small,2021-05-31,,,,,0.0,Unknown,,,Dry,5,0,Spring
Smalley Fire,2021-05-31,Madera,45.0,37.1619216,-119.5166045,5,0,Spring,Medium,2021-05-31,,,,,0.0,Unknown,,,Dry,5,0,Spring
Scott Fire,2021-06-01,Riverside,28.0,33.631955,-117.089849,6,1,Summer,Small,2021-06-01,,26.1,17.2,1.7,0.0,Unknown,Medium,High,Dry,6,1,Summer
Coyote Fire,2021-06-02,Riverside,43.0,33.895007,-116.90145,6,2,Summer,Medium,2021-06-02,,25.6,16.7,2.2,0.0,Unknown,Medium,Medium,Dry,6,2,Summer
Buck Fire,2021-06-06,Madera,50.0,37.24484944,-119.8604784,6,6,Summer,Medium,2021-06-06,,22.8,16.7,2.6,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Intanko Fire,2021-06-08,Yuba,939.0,39.084872,-121.333346,6,1,Summer,Large,2021-06-08,,,,,0.0,Unknown,,,Dry,6,1,Summer
Farm Fire,2021-06-09,San Bernardino,250.0,34.3832472,-117.4183546,6,2,Summer,Large,2021-06-09,,,,,0.0,Unknown,,,Dry,6,2,Summer
Sierra Fire,2021-06-09,San Diego,1000.0,33.31571157,-117.3483228,6,2,Summer,Large,2021-06-09,,,,,0.0,Unknown,,,Dry,6,2,Summer
Creek Fire,2021-06-09,Yolo,34.0,38.899722,-122.238889,6,2,Summer,Small,2021-06-09,,,,,0.0,Unknown,,,Dry,6,2,Summer
Goose Fire,2021-06-13,Amador,67.0,38.3046414,-120.9608439,6,6,Summer,Medium,2021-06-13,,,,,0.0,Unknown,,,Dry,6,6,Summer
Flats Fire,2021-06-13,Riverside,341.0,33.5812044,-116.4518615,6,6,Summer,Large,2021-06-13,,,,,0.0,Unknown,,,Dry,6,6,Summer
Beale Fire,2021-06-13,Yuba,150.0,39.1956433,-121.3587065,6,6,Summer,Medium,2021-06-13,,,,,0.0,Unknown,,,Dry,6,6,Summer
Silicon Fire,2021-06-14,Santa Clara,35.0,37.24042,-121.76309,6,0,Summer,Small,2021-06-14,,34.4,16.7,1.7,0.0,Unknown,High,Medium,Dry,6,0,Summer
Kathryn Fire,2021-06-15,Riverside,15.0,33.67127,-116.94956,6,1,Summer,Small,2021-06-15,,,,,0.0,Unknown,,,Dry,6,1,Summer
Rock Fire,2021-06-15,Shasta,108.0,40.61468,-122.49164,6,1,Summer,Medium,2021-06-15,,,,,0.0,Unknown,,,Dry,6,1,Summer
Dairy Fire,2021-06-15,Tehama,165.0,40.10806,-122.16025,6,1,Summer,Large,2021-06-15,,,,,0.0,Unknown,,,Dry,6,1,Summer
Equestrian Fire,2021-06-16,El Dorado,10.0,38.79988,-121.01273,6,2,Summer,Small,2021-06-16,,28.9,19.4,1.9,0.0,Unknown,High,High,Dry,6,2,Summer
Pomo Fire,2021-06-17,Lake,42.0,39.16338,-122.916,6,3,Summer,Medium,2021-06-17,,25.6,17.8,3.3,0.0,Unknown,Medium,High,Dry,6,3,Summer
Park Fire,2021-06-17,Butte,402.0,39.77144,-121.76629,6,3,Summer,Large,2021-06-17,,25.6,17.8,3.3,0.0,Unknown,Medium,High,Dry,6,3,Summer
Alabama Fire,2021-06-18,Inyo,560.0,36.59717,-118.20355,6,4,Summer,Large,2021-06-18,,23.9,18.3,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Antelope Fire,2021-06-18,Tulare,11.0,36.47887,-119.10788,6,4,Summer,Small,2021-06-18,,23.9,18.3,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Success Fire,2021-06-18,Tulare,800.0,36.03223,-118.85799,6,4,Summer,Large,2021-06-18,,23.9,18.3,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Nettle Fire,2021-06-18,Tulare,1265.0,36.03887,-118.76857,6,4,Summer,Large,2021-06-18,,23.9,18.3,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
